Timeline,Start time,Duration,Row,Instance number,Collective Coordination,Cutting & Screeing,DM Catch,Driving,Finishing,Footwork,Passing,Points,Positioning,QB12 DM,Relocation,Shot Location,Shot Outcome,Shot Specific,Space Read,Transition,Ungrouped,Notes,Flags
10.28.25 MIA v CHA Team,1578.4917839316600,18.701139539335800,Nikola Jovic,9,,,,,,,,,,,-ve Relocate: Fill Behind,,,,,,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,1822.1917010523200,16.5986883336559,Nikola Jovic,10,,,,,"+ve Finishing: Stride Pivot, +ve Finishing: Stride Holds",,,,,,,Short 2,Miss Long,6z7,,,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,1873.0914448319900,16.70131153798930,Nikola Jovic,11,,,+ve DM Catch: Drive a Swing/Skip Pass,,,,+ve Passing: Read the Length,,,"-ve QB12: Cutter, +ve QB12: Fill Behind, +ve QB12: Baseline",,,,,+ve Space Read: Catch,,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,1951.7904565526600,11.800702440986700,Nikola Jovic,12,,,+ve DM Catch: Drive a Swing/Skip Pass,,,,,,,+ve QB12: Strong Side,,,,,+ve Space Read: Catch,-ve Transition: Effort and Pace,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,1986.0950223753200,15.192496749007200,Nikola Jovic,13,,+ve Cutting & Screening: Movement,,,,,,,+ve Positioning - Create Shape,,+ve Relocate: Dunker- Baseline Cut,,,,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,2064.8913243906600,11.003837789673500,Nikola Jovic,14,,,,,,,,,,,,,,,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,2092.092077626000,10.399249544012500,Nikola Jovic,15,,,,,,,,,,,,,,,,,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,2115.6962598326600,8.89742375801552,Nikola Jovic,16,,,,,,,,,,,,,,,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,2182.8920703586400,10.403729835353700,Nikola Jovic,17,,,,,,,,,,,,,,,,-ve Transition: Effort and Pace,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,2409.295434833670,16.198003148651400,Nikola Jovic,18,,,,,,+ve Footwork: Step to Ball,,,+ve Positioning - Create Shape,,,,,,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,2443.096019379650,10.396976668359500,Nikola Jovic,19,,,+ve DM Catch: Swing,,,,+ve Passing: Read the Length,,,+ve QB12: Strong Side,,,,,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,2491.1962053726600,15.89525487399080,Nikola Jovic,20,,,,,,,,,,,,,,,,,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,2519.593670467330,12.197333420319900,Nikola Jovic,21,,,,,,,,,,,,,,,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,2538.8964652103300,13.895810391969500,Nikola Jovic,22,,,,,,,,,,,,,,,,,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,2585.492766401300,12.302539876036000,Nikola Jovic,23,,,,,,,,,,,,,,,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,2613.795414536990,2.6987641580176400,Nikola Jovic,24,,,,,,,,,,,,3pt,Made,9z2,,,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,2643.1923289216600,16.40011507665120,Nikola Jovic,25,,+ve Cutting & Screening: Movement,,,,,,,+ve Positioning - Create Shape,,,,,,,,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,2676.892140880990,12.30027741366170,Nikola Jovic,26,,,,,,+ve Footwork: Step to Ball,,,,,,,,,,,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,2877.790252361990,10.704303218005400,Nikola Jovic,27,,,,,,,,,,,,,,,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,4791.092039137340,9.40369401364569,Nikola Jovic,28,,,,,,,,,,,+ve Relocate: Weak Corner,,,,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,4833.890922627000,12.099887027324300,Nikola Jovic,29,,,,,,,,,,,+ve Relocate: Fill Behind,,,,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,4862.39211340167,6.603638825657980,Nikola Jovic,30,,,,,"+ve Finishing: Stride Pivot, -ve Finishing: Ball Security",,,,,,,Deep 2,Miss Short,2z6,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,4898.990753200650,7.100969621354130,Nikola Jovic,31,,,,,,,+ve Passing: Teammate on the Move,,,+ve QB12: Roller,,,,,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,4911.092161174010,8.303011981992310,Nikola Jovic,32,,,,+ve Driving: Paint Touch,,,+ve Passing: Teammate on the Move,,,+ve QB12: Cutter,,,,,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,4990.5928733763200,8.904049555014350,Nikola Jovic,33,,,,,,,,,,,+ve Relocate: Corner Fill,,,,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,5108.99556697134,13.500720327647300,Nikola Jovic,34,,,+ve DM Catch: Drive a Swing/Skip Pass,,,,,,,+ve QB12: Strong Side,+ve Relocate: Slide Away,,,,+ve Space Read: Catch,+ve Transition: Pitch Ahead,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,5144.894460665000,6.297474329651780,Nikola Jovic,35,,,,,,,,,,,,,,,,,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,5299.896083007300,15.896688403009600,Nikola Jovic,36,,,+ve DM Catch: Drive a Swing/Skip Pass,+ve Driving: Paint Touch,"+ve Finishing: Stride Pivot, +ve Finishing: Read the Length",,,,,,,Short 2,Made,6z7,+ve Space Read: Catch,,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,5333.495567292340,20.90076168063120,Nikola Jovic,37,,+ve Cutting & Screening: Denial,,,,-ve Footwork: Step to Ball,,,,,-ve Relocate: Dunker- Baseline Cut,,,,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,5374.892364841990,16.90232906835260,Nikola Jovic,38,,+ve Cutting & Screening: Cut Fill,,,,,,,,,-ve Relocate: Fill Behind,,,,,-ve Transition: Effort and Pace,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,5397.393242288300,13.298412917687500,Nikola Jovic,39,,+ve Cutting & Screening: Movement,,,,,,,,,,,,,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,5465.59237498766,9.803093240653650,Nikola Jovic,40,,,,,,,,,,,,,,,,,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,5492.896076753670,8.098200708993320,Nikola Jovic,41,,,+ve DM Catch: Uncontested Shot,,,,,,,,,3pt,Made,8z2,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,5510.995719626000,14.896430671341500,Nikola Jovic,42,,,+ve DM Catch: Back-to-Back,,,,+ve Passing: Teammate on the Move,,,"+ve QB12: Strong Side, +ve QB12: Strong Side",+ve Relocate: Fill Behind,,,,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,5591.793741187340,11.198350328300900,Nikola Jovic,43,,,,,,,,,,,,,,,+ve Space Read: Live Dribble,-ve Transition: Effort and Pace,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,5616.386917476990,8.507256712337950,Nikola Jovic,44,,,,,,,,,,,,,,,,,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,5715.897989279320,9.394587830022830,Nikola Jovic,45,,,,,,,,,,,,,,,,,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,5751.484948785000,6.011131657641270,Nikola Jovic,46,,,,,,,,,,,,,,,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,5770.492094276340,8.500477562659400,Nikola Jovic,47,,,,,,,+ve Passing: Teammate on the Move,,,,,,,,,+ve Transition: Pitch Ahead,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,5792.594445317670,18.50119848097530,Nikola Jovic,48,,,+ve DM Catch: Uncontested Shot,,,,,,,,,3pt,Miss Short,9z11,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,6082.086606816330,14.405290063341500,Nikola Jovic,49,,,,,,,,,,,-ve Relocate: Fill Behind,,,,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,6111.692355838330,13.902058768319900,Nikola Jovic,50,,"+ve Cutting & Screening: Movement, -ve Cutting & Screening: Cut Fill",,,,,,,,,,,,,,,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,6169.0911620249900,11.306361323994700,Nikola Jovic,51,,+ve Cutting & Screening: Movement,,,,,,,,,+ve Relocate: Dunker- Baseline Cut,,,,,-ve Transition: Effort and Pace,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,6289.095827799680,10.299624693309900,Nikola Jovic,52,,,,,,,,,,+ve QB12: Strong Side,,,,,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,6308.591953685680,17.79923418497950,Nikola Jovic,53,,,,,,-ve Footwork: Step to Ball,,,,,,,,,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,6396.591250662340,7.599598462667930,Nikola Jovic,54,,,,,,,,,,,,,,,,+ve Transition: Pitch Ahead,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,6429.093674208010,11.798902222657500,Nikola Jovic,55,,,,,,,,,,,,,,,,,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,89.69680561299230,10.800275351666600,Kel'el Ware,1,,-ve Cutting & Screening: Principle,,,+ve Finishing: Physicality,,,,,,,Short 2,Made,5z5,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,120.29176089332300,15.80470746300420,Kel'el Ware,2,,,,,,,,,+ve Positioning - Create Shape,,,,,,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,144.59604019600000,16.8983834253128,Kel'el Ware,3,,,,,,,,,,,,,,,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,172.09399488631900,13.497144304011100,Kel'el Ware,4,,,,,+ve Finishing: Read the Length,,,,,,,Short 2,Miss Long,6z7,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,193.49527057665800,13.396706164675800,Kel'el Ware,5,,,,,,,,,,,,,,,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,219.19502038899900,8.002167954663750,Kel'el Ware,6,,,,,,,,,,,,,,,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,244.4947925263240,4.800872990659460,Kel'el Ware,7,,,,,,,,,,,,,,,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,311.6942114169930,11.60009432366350,Kel'el Ware,8,,+ve Cutting & Screening: Movement,,,,,,,,,,,,,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,333.69277947799600,15.70326718999710,Kel'el Ware,9,,,,,,,,,,,-ve Relocate: Dunker- Baseline Cut,,,,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,367.29228098265200,7.4986396346679400,Kel'el Ware,10,,,,,,,,,,,,,,,,-ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,419.3923013163230,11.601721530005000,Kel'el Ware,11,,,+ve DM Catch: Uncontested Shot,,,,,,,,,3pt,Miss Long,8z2,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,442.1919413813320,6.3024899099899600,Kel'el Ware,12,,,,,,,,,,,,,,,,,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,469.0918503633330,11.798279187657100,Kel'el Ware,13,,,,,-ve Finishing: Read the Length,,,,,,+ve Relocate: 45 Cut,Short 2,Miss Short,6z7,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,487.5918487093320,13.004391879318300,Kel'el Ware,14,,+ve Cutting & Screening: Principle,,,,,,,,,,,,,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,511.0929812249860,6.604503412013290,Kel'el Ware,15,,,,,,,,,,,,,,,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,728.4963430263240,11.399892292992800,Kel'el Ware,16,,,,,,,,,,,,,,,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,807.791443900668,16.80136677298370,Kel'el Ware,17,,,,,,,,,+ve Positioning - Create Shape,,,,,,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,832.9955362806640,11.995139425001900,Kel'el Ware,18,,,+ve DM Catch: Swing,,,,,,,,,,,,,"-ve Transition: Effort and Pace, +ve Transition: Pitch Ahead","Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,857.2953944463380,10.095206836657200,Kel'el Ware,19,,,,,,,,,,,,,,,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,902.3963242819830,13.8007334943444,Kel'el Ware,20,,,,,,,,,+ve Positioning - Create Shape,,+ve Relocate: Dunker- Baseline Cut,,,,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,957.2931509459940,15.298635942996500,Kel'el Ware,21,,,,,,,,,,,-ve Relocate: Dunker- Baseline Cut,,,,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,1015.7955319809900,11.001010560996100,Kel'el Ware,22,,,,,,,,,-ve Positioning - Create Shape,,,,,,,,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,1053.2920594766600,8.400131743001790,Kel'el Ware,23,,,,,,,,,,,,,,,,,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,2408.6899781219900,18.413748326002400,Kel'el Ware,24,,+ve Cutting & Screening: Principle,,,,,,,+ve Positioning - Create Shape,,+ve Relocate: 45 Cut,,,,,,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,2443.1911523003300,10.799507102007300,Kel'el Ware,25,,,,,,,,,,,,,,,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,2492.5931469973300,14.503807646662600,Kel'el Ware,26,,,+ve DM Catch: Swing,,,,,,,,,,,,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,2518.9931912199900,12.49938308600350,Kel'el Ware,27,,+ve Cutting & Screening: Movement,,,,,,,,,,,,,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,2543.091972993660,9.500820121666950,Kel'el Ware,28,,,,,,,,,,,,,,,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,2585.191690555660,13.205084260342600,Kel'el Ware,29,,-ve Cutting & Screening: Principle,,,-ve Finishing: Read the Length,,,,,,,Short 2,Miss Short,4z4,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,2644.4918554683300,15.004750545656400,Kel'el Ware,30,,,,,,,,,,,,,,,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,2676.3947717926600,12.801042119001500,Kel'el Ware,31,,,,,,,,,,,,,,,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,3489.9970066496600,14.394107057324600,Kel'el Ware,32,,-ve Cutting & Screening: Principle,,,,,,,,,,,,,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,3518.8929953046600,11.199232488334500,Kel'el Ware,33,,,,,,,,,,,,,,,,-ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,3555.3905622210000,19.304296489312900,Kel'el Ware,34,,,+ve DM Catch: Uncontested Shot,,,,,,,,,3pt,Miss Left,5z11,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,3591.8936708860000,18.09758656699710,Kel'el Ware,35,,,,,"+ve Finishing: Read the Length, +ve Finishing: Earn a Foul",,,,,,+ve Relocate: Dunker- Baseline Cut,Deep 2,Made,4z7,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,3707.093960535660,15.903585696664800,Kel'el Ware,36,,,,,,,,,,,+ve Relocate: Dunker- Baseline Cut,,,,,,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,3720.0925798879900,13.498565038000400,Kel'el Ware,37,,,,,,,,,+ve Positioning - Create Shape,+ve QB12: Fill Behind,,,,,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,3843.3921845326600,0.7033212346691470,Kel'el Ware,38,,,,,,,,,,,,,,,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,3849.1931367613300,11.904557432996600,Kel'el Ware,39,,,+ve DM Catch: Uncontested Shot,,,,,,+ve Positioning - Create Shape,,,3pt,Miss Right,2z1,,,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,4058.7922981256600,7.705083534666300,Kel'el Ware,40,,,,,,,,,,,,,,,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,4791.691370597990,8.700882101667050,Kel'el Ware,41,,,,,,,,,,,+ve Relocate: Dunker- Baseline Cut,,,,,,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,4833.9930118436600,12.198481388671100,Kel'el Ware,42,,,,,,,,,,,-ve Relocate: Dunker- Baseline Cut,,,,,,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,4861.99198107799,6.000980568003800,Kel'el Ware,43,,,,,,,,,,,,,,,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,4900.792172955000,5.099627084652640,Kel'el Ware,44,,-ve Cutting & Screening: Principle,,,-ve Finishing: Ball Security,,,,,,,,,,,,"Turnover, Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,4910.595708948000,8.49895499266131,Kel'el Ware,45,,,,,+ve Finishing: Earn a Foul,,,,,,,Short 2,Fouled,5z7,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,4989.1940727183200,10.400134339015500,Kel'el Ware,46,,,,,,,,,,,,,,,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,5109.691894894660,12.700914372667300,Kel'el Ware,47,,,,,,,,,,,+ve Relocate: Dunker- Baseline Cut,,,,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,5301.696799520320,14.397814088005400,Kel'el Ware,48,,,,,,,,,,,-ve Relocate: Dunker- Baseline Cut,,,,,,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,5333.592841745650,21.193393388001800,Kel'el Ware,49,,+ve Cutting & Screening: Movement,+ve DM Catch: Uncontested Shot,,,,,,,,+ve Relocate: Fill Behind,3pt,Made,6z1,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,5375.194846423330,16.297720438655200,Kel'el Ware,50,,+ve Cutting & Screening: Movement,,,,,,,+ve Positioning - Create Shape,,,,,,,+ve Transition: Pitch Ahead,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,5401.1933046483300,8.398672520665060,Kel'el Ware,51,,,,,,,,,,,,,,,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,5467.791738781990,8.306374203329140,Kel'el Ware,52,,,,,,,,,,,,,,,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,5495.993693999650,4.700056821342510,Kel'el Ware,53,,,,,,,,,,,,,,,,,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,5511.29671263867,15.197946870644000,Kel'el Ware,54,,,,,+ve Finishing: Earn a Foul,,,,,,+ve Relocate: 45 Cut,Short 2,Fouled,6z7,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,5591.791657057330,11.39120130266470,Kel'el Ware,55,,,,,,,,,,,,,,,,-ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,5615.192540461320,13.600855724349500,Kel'el Ware,56,,,,,,,,,,,,,,,,,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,5715.59785043066,8.498414005330230,Kel'el Ware,57,,,,,,,+ve Passing: Teammate on the Move,,,+ve QB12: Cutter,,,,,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,5751.896438248990,5.595668802337060,Kel'el Ware,58,,,,,,,,,,,,,,,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,5770.792911432330,7.299246178657090,Kel'el Ware,59,,,,,,,,,,,,,,,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,5790.391578849650,20.600794451012900,Kel'el Ware,60,,,+ve DM Catch: Swing,,,,,,+ve Positioning - Create Shape,,+ve Relocate: Dunker- Baseline Cut,,,,,,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,6081.295595607670,13.893718079990300,Kel'el Ware,61,,,,,,,,,,,,,,,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,6796.29604676532,7.800194010341330,Kel'el Ware,62,,,,,,,,,,,+ve Relocate: Dunker- Baseline Cut,,,,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,6862.693501121670,12.093889509325000,Kel'el Ware,63,,,"-ve DM Catch: Uncontested Shot, -ve DM Catch: Drive a Swing/Skip Pass",,,,,,+ve Positioning - Create Shape,,,3pt,Miss Long,5z1,-ve Space Read: Catch,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
10.28.25 MIA v CHA Team,6921.793452443670,12.79958524365880,Kel'el Ware,64,,,+ve DM Catch: Swing,,,,,,,,,,,,,,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,6949.391877517330,10.300896604995600,Kel'el Ware,65,,,+ve DM Catch: Uncontested Shot,,,,,,,,,3pt,Made,5z11,,,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,6982.497559318330,11.99781502832780,Kel'el Ware,66,,,+ve DM Catch: Uncontested Shot,,,,,,,,-ve Relocate: 45 Cut,3pt,Miss Long,7z1,,,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,7023.294972170000,14.699873786314100,Kel'el Ware,67,,,,,,,,,+ve Positioning - Create Shape,,+ve Relocate: Dunker- Baseline Cut,,,,,+ve Transition: Effort and Pace,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,7046.8948667386600,15.099961769677100,Kel'el Ware,68,,,+ve DM Catch: Uncontested Shot,,,,,,,,,3pt,Miss Long,9z1,,-ve Transition: Effort and Pace,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,7108.990336033330,15.68645009100420,Kel'el Ware,69,,,,,,,,,,,,,,,,,"Neutral, Match 3, Stat, UVA 0 - 0 OPP, Q0",,
10.28.25 MIA v CHA Team,7134.995180871650,7.302293654008280,Kel'el Ware,70,,,,,,,,,,,,,,,,,"Neutral, Match 3, Stat, Q0, UVA 0 - 0 OPP",,
