Timeline,Start time,Duration,Row,Instance number,Collective Coordination,Cutting & Screeing,DM Catch,Driving,Finishing,Footwork,Passing,Points,Positioning,QB12 DM,Relocation,Shot Location,Shot Outcome,Shot Specific,Space Read,Transition,Ungrouped,Notes,Flags
11.17.25 MIA v NYK Team,3980.7952827516500,15.800897834353700,Andrew Wiggins,43,,,,+ve Driving: Paint Touch,,,-ve Passing: Read the Length,,-ve Positioning - Create Shape,+ve QB12: Weak Side,,,,,+ve Space Read: Catch,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,4012.1959124513200,15.095265794334000,Andrew Wiggins,44,,,,,,,,,,,+ve Relocate: Reverse Direction,,,,,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,4036.392005457630,8.801745522685000,Andrew Wiggins,45,,,+ve DM Catch: Swing,,,,,,,,,,,,,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,4055.494967888610,10.195566501668500,Andrew Wiggins,46,,,,,,,,,,,,,,,,,"Neutral, Match 1, Stat, UVA 0 - 0 OPP, Q0",,
11.17.25 MIA v NYK Team,4088.8528976250100,7.837851193304690,Andrew Wiggins,47,,,,,,,,,,,,,,,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,4164.793313270640,7.910311709978490,Andrew Wiggins,48,,,,,,,+ve Passing: Teammate on the Move,,,+ve QB12: Strong Side,,,,,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,4183.794397270310,8.70216330133735,Andrew Wiggins,49,,,-ve DM Catch: Uncontested Shot,,,,,,,,,3pt,Miss Long,8z2,,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,4434.196330441330,18.693745831930800,Andrew Wiggins,50,,,+ve DM Catch: Drive a Swing/Skip Pass,-ve Driving: Paint Touch,,-ve Footwork: Patient Pickup,,,,,,Long 2,Miss Long,5z10,+ve Space Read: Catch,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,4465.992782325660,18.903561851658200,Andrew Wiggins,51,,-ve Cutting & Screening: Cut Fill,+ve DM Catch: Drive a Swing/Skip Pass,,,,,,+ve Positioning - Create Shape,+ve QB12: Fill Behind,,,,,+ve Space Read: Catch,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,4914.092165467300,26.50462156100280,Andrew Wiggins,52,,,+ve DM Catch: Drive a Swing/Skip Pass,-ve Driving: Paint Touch,,,,,+ve Positioning - Create Shape,+ve QB12: Fill Behind,,,,,+ve Space Read: Catch,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,4974.976485805330,15.01877589736800,Andrew Wiggins,53,,,,+ve Driving: Paint Touch,"+ve Finishing: Stride Pivot, +ve Finishing: Read the Length",,,,,,+ve Relocate: Slide Away,Short 2,Made,6z7,+ve Space Read: Live Dribble,-ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,4996.091009745960,8.830990254037720,Andrew Wiggins,54,,,,,,,,,,,,,,,,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,5019.4279557916600,10.163339642642300,Andrew Wiggins,55,,,,,,,,,,,,,,,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,5080.1953688776900,15.596710240985000,Andrew Wiggins,56,,+ve Cutting & Screening: Denial,,,,,,,+ve Positioning - Create Shape,,,,,,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,5117.293188206940,8.30297758639972,Andrew Wiggins,57,,,,,,,,,,,,,,,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,5173.19436618697,13.600443939313700,Andrew Wiggins,58,,,,,,,+ve Passing: Teammate on the Move,,,+ve QB12: Strong Side,,,,,,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,5198.294824423670,6.997791761644290,Andrew Wiggins,59,,,,,,,,,,,,,,,,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,5218.493761575340,4.4866340496500900,Andrew Wiggins,60,,,,,,,,,,,,,,,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,5242.393203957640,20.19790396435020,Andrew Wiggins,61,,,,,,,,,+ve Positioning - Create Shape,+ve QB12: Fill Behind,,,,,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,5287.7924276233200,7.49932904234538,Andrew Wiggins,62,,,,,,,,,,,,,,,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,5394.590617071950,13.301273324732400,Andrew Wiggins,63,,,,,,,+ve Passing: Teammate on the Move,,+ve Positioning - Create Shape,+ve QB12: Baseline,-ve Relocate: 45 Cut,,,,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,5449.294534677620,12.695692181679100,Andrew Wiggins,64,,,,,,-ve Footwork: Patient Pickup,,,,-ve QB12: Strong Side,,3pt,Miss Long,11z5,,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,5510.794487812650,22.097556395623500,Andrew Wiggins,65,,,+ve DM Catch: Swing,,,-ve Footwork: Step to Ball,,,-ve Positioning - Create Shape,,,,,,,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,5550.692889806640,12.801674714987700,Andrew Wiggins,66,,+ve Cutting & Screening: Movement,,,+ve Finishing: Read the Length,,,,,,+ve Relocate: Dunker- Baseline Cut,Short 2,Made,5z5,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,5592.803493552620,10.887511395690100,Andrew Wiggins,67,,,,,,,,,,,,,,,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,5621.0959256346400,14.089228282037800,Andrew Wiggins,68,,,,,,,,,+ve Positioning - Create Shape,+ve QB12: Fill Behind,,,,,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,5647.992780411940,14.303243402362600,Andrew Wiggins,69,,,,,,,,,,,,,,,,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,5688.495119973640,17.19911096132550,Andrew Wiggins,70,,,,,,,,,,,+ve Relocate: Slide Away,,,,+ve Space Read: Catch,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,5731.094679275680,12.497816956261900,Andrew Wiggins,71,,,,,,,,,,,,,,,,-ve Transition: Effort and Pace,"Neutral, Match 1, Stat, UVA 0 - 0 OPP, Q0",,
11.17.25 MIA v NYK Team,5752.906816143000,19.585206802649700,Andrew Wiggins,72,,,,,,,,,,,+ve Relocate: Fill Behind,,,,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,5847.59414938703,9.302816238599010,Andrew Wiggins,73,,,,,,,,,,,-ve Relocate: 45 Cut,,,,,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, UVA 0 - 0 OPP, Q0",,
11.17.25 MIA v NYK Team,6806.190533887980,8.001334532343210,Andrew Wiggins,74,,,,,,,,,,,,,,,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,6828.513878499610,21.18527557105610,Andrew Wiggins,75,,,,,,,,,-ve Positioning - Create Shape,,+ve Relocate: Weak Corner,,,,,,"Neutral, Match 1, Stat, UVA 0 - 0 OPP, Q0",,
11.17.25 MIA v NYK Team,6934.492612462300,10.60376102837380,Andrew Wiggins,76,,,,,,,,,,,,,,,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,6961.992704898310,19.900032829973500,Andrew Wiggins,77,,,+ve DM Catch: Back-to-Back,,,-ve Footwork: Patient Pickup,,,,,,Short 2,Miss Short,6z5,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,246.4969186349600,16.698824588321700,Davion Mitchell,1,,+ve Cutting & Screening: Denial,,,+ve Finishing: Stride Pivot,,,,,,+ve Relocate: Fill Behind,Short 2,Miss Long,4z5,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,277.99648829932300,14.700253783301300,Davion Mitchell,2,,+ve Cutting & Screening: Cut Fill,,,,,,,,,,,,,,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,307.8923308326540,14.50315229034310,Davion Mitchell,3,,+ve Cutting & Screening: Cut Fill,+ve DM Catch: Swing,,,,,,,,+ve Relocate: Fill Behind,,,,,,"Neutral, Match 1, Stat, UVA 0 - 0 OPP, Q0",,
11.17.25 MIA v NYK Team,393.9920187080220,9.200826607627450,Davion Mitchell,4,,,,,,,,,,,,,,,,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,495.0392166666040,15.75343833472070,Davion Mitchell,5,,+ve Cutting & Screening: Denial,,,,,,,,,,,,,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,519.4950643243100,6.699704281691650,Davion Mitchell,6,,,,,,,,,,,,,,,,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,539.3916523909870,10.801221705950200,Davion Mitchell,7,,,,,,,,,,,,,,,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,545.0929333403200,15.403893874683300,Davion Mitchell,8,,,"+ve DM Catch: Swing, +ve DM Catch: Drive a Swing/Skip Pass",+ve Driving: Paint Touch,,,,,,+ve QB12: Weak Side,,,,,+ve Space Read: Catch,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,579.2965195196830,8.295723203571240,Davion Mitchell,9,,,,,,,,,,,,,,,,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, UVA 0 - 0 OPP, Q0",,
11.17.25 MIA v NYK Team,608.2962580029980,12.39476782669780,Davion Mitchell,10,,,,,,,,,,,,,,,,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, UVA 0 - 0 OPP, Q0",,
11.17.25 MIA v NYK Team,651.0927521899470,15.90118018972340,Davion Mitchell,11,,,,,,,,,,,+ve Relocate: Slide Away,,,,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,678.7947958113350,20.69863568930590,Davion Mitchell,12,,+ve Cutting & Screening: Cut Fill,,+ve Driving: Paint Touch,,,+ve Passing: Read the Length,,+ve Positioning - Create Shape,,,,,,+ve Space Read: Live Dribble,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,715.1920507229750,12.101331466965800,Davion Mitchell,13,,,,,,+ve Footwork: Step to Ball,,,,,,,,,,-ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,980.2917449006190,6.062751348985100,Davion Mitchell,14,,,,,,,,,,,,,,,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,993.7968724282900,14.198543776361800,Davion Mitchell,15,,,+ve DM Catch: Uncontested Shot,,,,,,,,,3pt,Miss Long,9z10,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,1047.8913145936400,10.702903236294300,Davion Mitchell,16,,,,,,,,,,,-ve Relocate: Weak Corner,,,,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,1076.190787299990,14.004003194009100,Davion Mitchell,17,,,,,,,,,,,,,,,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,1099.9031618327000,8.589963616243270,Davion Mitchell,18,,,,,,,-ve Passing: Teammate on the Move,,,,,,,,,+ve Transition: Effort and Pace,"Turnover, Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,1137.6932706709500,12.399497817677500,Davion Mitchell,19,,,"+ve DM Catch: Swing, +ve DM Catch: Uncontested Shot",,,,,,,,+ve Relocate: Slide Away,3pt,Miss Long,9z2,,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, UVA 0 - 0 OPP, Q0",,
11.17.25 MIA v NYK Team,1162.2922556773400,9.00221509726748,Davion Mitchell,20,,,,,,,,,,,,,,,,,"Neutral, Match 1, Stat, UVA 0 - 0 OPP, Q0",,
11.17.25 MIA v NYK Team,2516.795413688310,15.997449638959600,Davion Mitchell,21,,,+ve DM Catch: Swing,,,,,,,,+ve Relocate: Fill Behind,,,,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,2548.4919278356400,7.102983729025250,Davion Mitchell,22,,,,,,,,,,,,,,,,,"Neutral, Match 1, Stat, UVA 0 - 0 OPP, Q0",,
11.17.25 MIA v NYK Team,2597.1963817680200,7.398979390992740,Davion Mitchell,23,,,,,+ve Finishing: Read the Length,,,,,,,Short 2,Made,5z7,,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, UVA 0 - 0 OPP, Q0",,
11.17.25 MIA v NYK Team,2678.7957241593600,11.295547709265100,Davion Mitchell,24,,,,,,-ve Footwork: Step to Ball,,,,,,,,,,,"Neutral, Match 1, Stat, UVA 0 - 0 OPP, Q0",,
11.17.25 MIA v NYK Team,2700.4911453086500,8.502355919700680,Davion Mitchell,25,,,,,,,,,,,,,,,,,"Turnover, Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,2735.0928430586600,13.598697410655400,Davion Mitchell,26,,,,,,,,,,+ve QB12: Strong Side,+ve Relocate: Fill Behind,,,,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,2802.292187818640,8.500861355671990,Davion Mitchell,27,,,+ve DM Catch: Swing,,,,,,,,,,,,,,"Neutral, Match 1, Stat, UVA 0 - 0 OPP, Q0",,
11.17.25 MIA v NYK Team,2871.491570559330,11.0684356073034,Davion Mitchell,28,,,+ve DM Catch: Swing,,,,,,,,,,,,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,2892.193794683980,7.499353275999060,Davion Mitchell,29,,,+ve DM Catch: Swing,,,,,,,,,,,,,,"Neutral, Match 1, Stat, UVA 0 - 0 OPP, Q0",,
11.17.25 MIA v NYK Team,2956.295557274320,22.007873918660200,Davion Mitchell,30,,-ve Cutting & Screening: Cut Fill,,,,,,,,,,,,,,,"Neutral, Match 1, Stat, UVA 0 - 0 OPP, Q0",,
11.17.25 MIA v NYK Team,3012.7939163816800,8.497835130605840,Davion Mitchell,31,,,,,,,,,,,+ve Relocate: Slide Away,,,,,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, UVA 0 - 0 OPP, Q0",,
11.17.25 MIA v NYK Team,3233.9949560009800,8.898290341704070,Davion Mitchell,32,,,+ve DM Catch: Uncontested Shot,,,,,,,,,3pt,Miss Left,7z11,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,3252.796142394680,13.297870097330800,Davion Mitchell,33,,,,,,,,,+ve Positioning - Create Shape,+ve QB12: Strong Side,+ve Relocate: Fill Behind,,,,,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, UVA 0 - 0 OPP, Q0",,
11.17.25 MIA v NYK Team,3276.4948127009700,12.603479775993500,Davion Mitchell,34,,,,,,,,,,+ve QB12: Strong Side,,,,,,-ve Transition: Effort and Pace,"Neutral, Match 1, Stat, UVA 0 - 0 OPP, Q0",,
11.17.25 MIA v NYK Team,3330.391479445960,9.005343919016920,Davion Mitchell,35,,,,,,,,,,,+ve Relocate: Fill Behind,,,,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,3355.5908071759600,7.00485288739219,Davion Mitchell,36,,,,,,,,,,,,,,,,,"Neutral, Match 1, Stat, UVA 0 - 0 OPP, Q0",,
11.17.25 MIA v NYK Team,3377.6925713389600,8.102134505335930,Davion Mitchell,37,,,+ve DM Catch: Uncontested Shot,,,,,,,,,3pt,Made,11z5,,,"Neutral, Match 1, Stat, UVA 0 - 0 OPP, Q0",,
11.17.25 MIA v NYK Team,3415.196065506010,12.699502891652200,Davion Mitchell,38,,,+ve DM Catch: Drive a Swing/Skip Pass,+ve Driving: Paint Touch,+ve Finishing: Read the Length,,,,,,,Short 2,Made,6z7,"+ve Space Read: Live Dribble, -ve Space Read: Catch",,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,3505.49124721032,20.702181679656400,Davion Mitchell,39,,,+ve DM Catch: Swing,"+ve Driving: Paint Touch, +ve Driving: Paint Touch",+ve Finishing: Read the Length,,+ve Passing: Read the Length,,+ve Positioning - Create Shape,+ve QB12: Strong Side,,Short 2,Miss Long,6z7,"+ve Space Read: Live Dribble, -ve Space Read: Live Dribble",-ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,3535.594648966330,19.899476597012800,Davion Mitchell,40,,,+ve DM Catch: Uncontested Shot,,,,,,,,+ve Relocate: Slide Away,3pt,Made,9z2,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,3743.5910333816300,13.900572571044900,Davion Mitchell,41,,,,,,,,,,,,,,,,,"Neutral, Match 1, Stat, UVA 0 - 0 OPP, Q0",,
11.17.25 MIA v NYK Team,3783.7854739729800,10.40802707433980,Davion Mitchell,42,,,,,,,,,,,,,,,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,3808.7886129163100,18.806493854322500,Davion Mitchell,43,,,+ve DM Catch: Swing,,,-ve Footwork: Step to Ball,,,,,+ve Relocate: Fill Behind,,,,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,3844.9920301482900,9.00004098467707,Davion Mitchell,44,,,,,,,,,,,,,,,,,"Neutral, Match 1, Stat, UVA 0 - 0 OPP, Q0",,
11.17.25 MIA v NYK Team,3871.8923424360000,14.668235230636100,Davion Mitchell,45,,,,,,,,,,,-ve Relocate: Fill Behind,,,,,,"Neutral, Match 1, Stat, UVA 0 - 0 OPP, Q0",,
11.17.25 MIA v NYK Team,3981.1921976666700,15.102582203321200,Davion Mitchell,46,,,+ve DM Catch: Swing,,,-ve Footwork: Step to Ball,,,,,,,,,,-ve Transition: Effort and Pace,"Neutral, Match 1, Stat, UVA 0 - 0 OPP, Q0",,
11.17.25 MIA v NYK Team,4012.9949796826400,13.501119242695500,Davion Mitchell,47,,,+ve DM Catch: Drive a Swing/Skip Pass,+ve Driving: Paint Touch,-ve Finishing: Ball Security,,,,,,,,,,+ve Space Read: Catch,+ve Transition: Effort and Pace,"Turnover, Neutral, Match 1, Stat, UVA 0 - 0 OPP, Q0",,
11.17.25 MIA v NYK Team,4036.895234447670,8.296820503341220,Davion Mitchell,48,,,,,,,,,,,,,,,,,"Neutral, Match 1, Stat, UVA 0 - 0 OPP, Q0",,
11.17.25 MIA v NYK Team,4055.4976971959600,10.595352237968700,Davion Mitchell,49,,,,,,,,,,,-ve Relocate: 45 Cut,,,,,-ve Transition: Effort and Pace,"Neutral, Match 1, Stat, UVA 0 - 0 OPP, Q0",,
11.17.25 MIA v NYK Team,4089.2959082850300,8.000045336582840,Davion Mitchell,50,,,,,,,,,,,,,,,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,4164.996050480970,7.200153863005650,Davion Mitchell,51,,,+ve DM Catch: Drive a Swing/Skip Pass,,,,+ve Passing: Read the Length,,,+ve QB12: Weak Side,+ve Relocate: Slide Away,,,,+ve Space Read: Catch,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,4182.795236892000,9.098992646951050,Davion Mitchell,52,,,,,,,,,,,,,,,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,4438.495000535000,14.302198164653400,Davion Mitchell,53,,,+ve DM Catch: Swing,,,,,,,,+ve Relocate: Fill Behind,,,,,,"Neutral, Match 1, Stat, UVA 0 - 0 OPP, Q0",,
11.17.25 MIA v NYK Team,4466.593674042330,17.298813049282200,Davion Mitchell,54,,+ve Cutting & Screening: Movement,,,,,,,,,,,,,,,"Neutral, Match 1, Stat, UVA 0 - 0 OPP, Q0",,
11.17.25 MIA v NYK Team,4561.1914430142900,12.605434094023600,Davion Mitchell,55,,,,,,,,,,,,,,,+ve Space Read: Live Dribble,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,4608.796555076620,21.897000733030800,Davion Mitchell,56,,+ve Cutting & Screening: Cut Fill,,+ve Driving: Paint Touch,,,+ve Passing: Read the Length,,+ve Positioning - Create Shape,+ve QB12: Strong Side,,,,,+ve Space Read: Live Dribble,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, UVA 0 - 0 OPP, Q0",,
11.17.25 MIA v NYK Team,4659.997207546970,11.696362549999300,Davion Mitchell,57,,,,,,,,,,,,,,,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,979.7909420266950,5.304030710284000,Jaime Jaquez Jr.,1,,,,,,,-ve Passing: Read the Length,,,,,,,,+ve Space Read: Live Dribble,+ve Transition: Effort and Pace,"Turnover, Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,992.9972447116380,14.494202580975400,Jaime Jaquez Jr.,2,,,+ve DM Catch: Swing,,,,,,,,,,,,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,1047.5962999732900,11.594828891022600,Jaime Jaquez Jr.,3,,,,+ve Driving: Paint Touch,"+ve Finishing: Stride Pivot, -ve Finishing: Read the Length",,,,,,,Short 2,Miss Short,5z5,+ve Space Read: Live Dribble,-ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,1076.0932031496200,13.799070710975000,Jaime Jaquez Jr.,4,,,,,,,,,,,,,,,,-ve Transition: Effort and Pace,"Neutral, Match 1, Stat, UVA 0 - 0 OPP, Q0",,
11.17.25 MIA v NYK Team,1100.0916880279700,7.205059893308090,Jaime Jaquez Jr.,5,,,,,,,,,,,,,,,,,"Neutral, Match 1, Stat, UVA 0 - 0 OPP, Q0",,
11.17.25 MIA v NYK Team,1138.7939178013400,10.801715322348600,Jaime Jaquez Jr.,6,,,,,,,,,,,-ve Relocate: Dunker- Baseline Cut,,,,,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,1162.0918475293400,10.105165938645300,Jaime Jaquez Jr.,7,,,,,,,,,,,-ve Relocate: Fill Behind,,,,,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, UVA 0 - 0 OPP, Q0",,
11.17.25 MIA v NYK Team,1397.7970934303600,8.898450931618750,Jaime Jaquez Jr.,8,,,+ve DM Catch: Drive a Swing/Skip Pass,,+ve Finishing: Earn a Foul,,,,,,,,,,+ve Space Read: Catch,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,1453.7939598633300,9.197778536986790,Jaime Jaquez Jr.,9,,,,"+ve Driving: Paint Touch, +ve Driving: Physicality",+ve Finishing: Read the Length,,,,,,,Short 2,Made,6z7,+ve Space Read: Live Dribble,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, UVA 0 - 0 OPP, Q0",,
11.17.25 MIA v NYK Team,1554.5918417803000,10.803878388697500,Jaime Jaquez Jr.,10,,,,,,,,,,,+ve Relocate: 45 Cut,,,,,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,1583.191329612310,17.704410718705500,Jaime Jaquez Jr.,11,,,,+ve Driving: Paint Touch,"+ve Finishing: Stride Pivot, +ve Finishing: Read the Length",,,,,,,Deep 2,Made,4z7,+ve Space Read: Live Dribble,,"Neutral, Match 1, Stat, UVA 0 - 0 OPP, Q0",,
11.17.25 MIA v NYK Team,1646.0428262913200,28.85471890097940,Jaime Jaquez Jr.,12,,+ve Cutting & Screening: Principle,,,,,,,,,,,,,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,1733.8906083119500,10.272373646038700,Jaime Jaquez Jr.,13,,,,,,,,,,,,3pt,Miss Left,9z2,,,"Neutral, Match 1, Stat, UVA 0 - 0 OPP, Q0",,
11.17.25 MIA v NYK Team,1848.3919105960100,15.901155794317000,Jaime Jaquez Jr.,14,,-ve Cutting & Screening: Body to Body,,,,,,,,,,,,,,,"Turnover, Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,1936.4910392346400,17.402891337041600,Jaime Jaquez Jr.,15,,,,+ve Driving: Paint Touch,+ve Finishing: Read the Length,,,,,,,Short 2,Miss Short,5z8,+ve Space Read: Live Dribble,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,1983.292400033960,10.202325997693400,Jaime Jaquez Jr.,16,,,+ve DM Catch: Swing,,,,,,,,+ve Relocate: Slide Away,,,,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,2002.5952406209500,15.798998069007400,Jaime Jaquez Jr.,17,,+ve Cutting & Screening: Cut Fill,+ve DM Catch: Swing,,,+ve Footwork: Step to Ball,,,,,,,,,,,"Neutral, Match 1, Stat, Q0, UVA 0 - 0 OPP",,
11.17.25 MIA v NYK Team,2090.9930643220000,11.798811261951400,Jaime Jaquez Jr.,18,,,+ve DM Catch: Swing,,,,,,,,,,,,,,"Neutral, Match 1, Stat, UVA 0 - 0 OPP, Q0",,
11.17.25 MIA v NYK Team,2111.8922808233200,17.200559042672000,Jaime Jaquez Jr.,19,,,,,,,-ve Passing: Teammate on the Move,,,+ve QB12: Cutter,,,,,,+ve Transition: Effort and Pace,"Neutral, Match 1, Stat, UVA 0 - 0 OPP, Q0",,
